...1;nombre;region;provincia;comuna;hogares;hectareas;area;observaciones;año;tipo
1;Bellavista;Valparaíso;Valparaíso;Valparaíso;29;1,51380154;10617,232908570;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
2;Buena Vista;Valparaíso;Valparaíso;Valparaíso;32;1,67004587;11707,445934285;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
3;Los Fleteros;Valparaíso;Valparaíso;Valparaíso;56;2,49148542;17465,450326680;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;grandes
4;Pueblo Hundido;Valparaíso;Valparaíso;Valparaíso;65;4,60232297;32261,177602955;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
5;Villa Italia Turín;Valparaíso;Valparaíso;Valparaíso;33;0,86734704;6080,654088510;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
6;Nueva Esperanza;Valparaíso;Valparaíso;Valparaíso;17;0,39939961;2801,616432820;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
7;Francisco Vergara;Valparaíso;Valparaíso;Valparaíso;24;2,84686062;19954,735475345;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
8;Manuel Rodríguez;Valparaíso;Valparaíso;Valparaíso;21;0,44280142;3102,941014870;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
9;Sofia 35;Valparaíso;Valparaíso;Valparaíso;69;2,68439035;18818,661165560;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2011;grandes
10;Las Viñas De Irene Frei;Valparaíso;Marga Marga;Villa Alemana;32;1,24114963;8704,227181800;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2011;normales
11;Lomas De Bellavista;Valparaíso;Marga Marga;Villa Alemana;42;3,96877401;27807,631110440;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
12;Manzana 33;Valparaíso;Marga Marga;Villa Alemana;37;2,18561300;15316,434342285;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2011;normales
13;Ampliación Prat-Lomas De Peñablanca;Valparaíso;Marga Marga;Villa Alemana;146;15,07016805;105607,722965880;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
14;Los Artesanos;Valparaíso;Valparaíso;Viña del Mar;35;2,00159370;14033,771614335;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
15;La Unión - Elías Lafferte;Valparaíso;Valparaíso;Viña del Mar;20;1,32627982;9298,484383845;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
16;John Kennedy;Valparaíso;Valparaíso;Valparaíso;48;0,85755347;6013,729821330;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
17;Pezoa Veliz;Valparaíso;Valparaíso;Valparaíso;22;0,19421607;1361,465679960;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
18;Violeta Parra;Valparaíso;Valparaíso;Valparaíso;123;10,69814119;74992,423099290;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
19;Cristo Redentor;Valparaíso;Valparaíso;Valparaíso;53;0,86193213;6041,275282775;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;grandes
20;Loma Vista Al Mar;Valparaíso;Valparaíso;Viña del Mar;47;1,19000035;8344,240585870;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
21;La Isla;Valparaíso;Valparaíso;Viña del Mar;17;1,99365228;13989,211729290;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
22;Mesana Alto;Valparaíso;Valparaíso;Valparaíso;128;14,53569819;101880,655339335;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
23;El Palto- Juan Luis Trejo;Valparaíso;Valparaíso;Viña del Mar;17;0,94819777;6653,527032650;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
24;Cousiño San Pedro;Valparaíso;Quillota;Quillota;25;0,99947120;7022,409967720;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2011;normales
25;Pampa Ilusión (Sector Las Torres);Valparaíso;Valparaíso;Valparaíso;195;7,03520155;49298,322399725;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
26;Sin Nombre 9;Valparaíso;Valparaíso;Valparaíso;22;0,84604247;5930,508792260;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
27;Parcela 11;Valparaíso;Valparaíso;Viña del Mar;520;43,98216031;308245,095921115;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
28;Sin Nombre 14;Valparaíso;Valparaíso;Valparaíso;12;2,51420469;17618,763024425;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
29;Sin Nombre 10;Valparaíso;Valparaíso;Valparaíso;35;2,65315450;18592,818665940;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
30;La Ilusión;Valparaíso;Valparaíso;Valparaíso;32;1,16438248;8163,385429210;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2011;normales
31;Parcela 15;Valparaíso;Valparaíso;Viña del Mar;257;15,42032031;108110,553227320;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
33;La Tortuga;Valparaíso;Valparaíso;Valparaíso;35;1,15259562;8084,793417190;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2011;normales
34;Sin Nombre 15;Valparaíso;Valparaíso;Valparaíso;26;0,87627247;6142,735962695;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
35;Sin Nombre 13;Valparaíso;Valparaíso;Valparaíso;17;0,47516468;3330,950403305;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
36;Progreso En La Comunidad;Valparaíso;Valparaíso;Valparaíso;39;3,01257872;21125,955396020;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
37;Colocolo;Valparaíso;Valparaíso;Valparaíso;26;0,72454122;5078,990132505;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
38;Vista Al Mar;Valparaíso;Valparaíso;Valparaíso;52;3,23623001;22693,661612735;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
39;Simón Bolívar;Valparaíso;Valparaíso;Valparaíso;31;1,28401456;9003,118956700;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
40;Viena 15;Valparaíso;Valparaíso;Valparaíso;30;2,26349570;15869,355917380;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
41;Campanillas;Valparaíso;Valparaíso;Valparaíso;98;6,18896126;43392,436617940;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
42;La Frontera;Valparaíso;Valparaíso;Valparaíso;12;0,61760806;4330,425519780;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
43;Tiro Al Blanco;Valparaíso;Valparaíso;Valparaíso;18;2,28158597;15993,742688860;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
44;Nueva Esperanza 2;Valparaíso;Valparaíso;Valparaíso;17;0,62774056;4400,145050850;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
45;Gran Futuro;Valparaíso;Valparaíso;Valparaíso;25;3,06007170;21448,378781935;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
46;Los Eucaliptus;Valparaíso;Valparaíso;Valparaíso;16;0,56314689;3946,647758010;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
47;Hernan Mery;Valparaíso;Valparaíso;Valparaíso;42;3,03422381;21262,175951445;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
48;La Isla;Valparaíso;Valparaíso;Valparaíso;116;4,51166884;31610,594389705;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
49;Sin Nombre 17 - El Pimentón;Valparaíso;Valparaíso;Valparaíso;11;0,13947953;977,888304390;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
50;Pasaje Lorena;Valparaíso;Valparaíso;Valparaíso;34;5,64498801;39573,748387635;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
51;Las Alondras;Valparaíso;Valparaíso;Valparaíso;27;0,97597326;6842,232285225;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
52;Área Verde;Valparaíso;Valparaíso;Valparaíso;33;1,43328113;10048,783599470;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
53;Nueva Aurora;Valparaíso;Valparaíso;Viña del Mar;91;7,46810697;52362,134715125;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
54;La Cantera;Valparaíso;Petorca;Cabildo;21;2,08245541;14792,189058515;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
55;Bajo Gustavo Lorca;Valparaíso;Valparaíso;Viña del Mar;17;1,43326372;10050,640593220;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
56;Las Chilcas;Valparaíso;Valparaíso;Viña del Mar;22;5,21050042;36537,521866000;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
57;El Bosque, Loncura;Valparaíso;Valparaíso;Puchuncaví;14;0,70564755;4980,598539345;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
58;Valle El Dorado;Valparaíso;Valparaíso;Viña del Mar;107;4,04447823;28365,117586615;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;grandes
59;Monte Sinaí;Valparaíso;Valparaíso;Viña del Mar;266;15,36682721;107775,388566630;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
60;Manuel Bustos;Valparaíso;Valparaíso;Viña del Mar;1647;90,19148318;632714,380462545;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
61;Amanecer;Valparaíso;Valparaíso;Viña del Mar;63;2,24344437;15741,318458870;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
62;Final Pedro De Valdivia;Valparaíso;Quillota;Calera;22;0,40681852;2868,265310870;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
63;Reñaca Alto;Valparaíso;Valparaíso;Viña del Mar;663;39,12023665;274523,396257885;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
64;Los Almendros;Valparaíso;Valparaíso;Viña del Mar;12;0,68997067;4840,582362655;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
65;Simpson;Valparaíso;Valparaíso;Valparaíso;23;1,09776306;7696,492035340;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2011;normales
66;Pasaje Las Torres;Valparaíso;Valparaíso;Valparaíso;30;1,17464332;8234,085050530;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
67;Quebrada La Fábrica (Ex Lancheros Del Bongo, Sector 3);Valparaíso;Valparaíso;Valparaíso;21;2,79713052;19608,925620485;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
68;Villa Canchita;Valparaíso;Valparaíso;Viña del Mar;13;0,33367020;2342,208190635;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
69;Santa Juana;Valparaíso;Valparaíso;Viña del Mar;12;0,37238832;2614,379649675;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
70;Amanecer II;Valparaíso;Valparaíso;Viña del Mar;17;0,75307997;5286,138804775;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
72;El Comienzo;Valparaíso;Valparaíso;Viña del Mar;12;0,42001311;2948,238767100;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
74;El Legado;Valparaíso;Valparaíso;Viña del Mar;22;1,11571852;7829,901589880;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
75;Madre Tierra;Valparaíso;Valparaíso;Viña del Mar;73;2,31151688;16221,179986210;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
76;Mirador Las Palmas;Valparaíso;Valparaíso;Viña del Mar;14;0,17558524;1231,007902125;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
77;Hijos De Placilla;Valparaíso;Valparaíso;Valparaíso;88;4,45193416;31170,038557120;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
78;El Esfuerzo De Placilla II;Valparaíso;Valparaíso;Valparaíso;18;0,54834749;3839,241645670;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
79;Calle Colo-Colo;Valparaíso;Valparaíso;Viña del Mar;14;0,68443357;4799,543128180;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
80;Jose Ignacio Centena;Valparaíso;Valparaíso;Viña del Mar;16;0,72602024;5091,238334975;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
81;Esperanza 2011;Valparaíso;Valparaíso;Viña del Mar;84;2,99363338;20983,601425360;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
82;Generación 2012;Valparaíso;Valparaíso;Viña del Mar;19;1,06770662;7485,889487375;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
83;Lomas Frente Al Mar;Valparaíso;Valparaíso;Valparaíso;29;5,33859866;37442,974579585;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
84;Farkas;Valparaíso;Valparaíso;Viña del Mar;68;2,35473462;16507,689512090;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
85;La Fe;Valparaíso;Valparaíso;Viña del Mar;58;2,62857157;18428,602695400;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
86;Nuevo Amanecer;Valparaíso;Valparaíso;Valparaíso;47;3,68383319;25819,558014965;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
87;Parcela 15-2 (F. Camiroaga);Valparaíso;Valparaíso;Viña del Mar;190;13,49676865;94615,453322210;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
88;Florida;Valparaíso;Valparaíso;Valparaíso;17;8,88344422;62268,395618860;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
89;Familia Unida De Reñaca Alto;Valparaíso;Valparaíso;Viña del Mar;29;0,55830068;3918,925069320;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
90;Rotonda San Isidro;Valparaíso;Quillota;Quillota;23;1,48242490;10424,522257670;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
91;Chacabuco Laja;Biobío;Biobío;Laja;27;0,06190852;392,046128290;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2019;normales
92;Unión Y Esperanza;Valparaíso;Valparaíso;Quintero;28;1,69521050;11953,315142960;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2019;normales
93;Nuevo Sol (Cerro Centinela);Valparaíso;Valparaíso;Quintero;102;19,19782405;135354,131262315;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
94;Lomas Del Bosque;Valparaíso;Valparaíso;Quintero;30;3,70808133;26144,962631465;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
95;Padre Alberto Hurtado;Valparaíso;Quillota;Calera;16;1,18500430;8352,039615160;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
96;San Francisco;Valparaíso;Valparaíso;Valparaíso;19;1,10284280;7731,244998455;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
97;Punta De Tralca;Valparaíso;San Antonio;El Quisco;26;1,99755014;13885,024865880;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
98;Pasaje Bita;Valparaíso;San Antonio;San Antonio;23;1,26900232;8792,364035325;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
99;Bello Horizonte Sur;Valparaíso;San Antonio;San Antonio;15;0,84283465;5839,387117730;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
100;Los Tigres;Valparaíso;San Antonio;San Antonio;12;0,19887802;1376,561346400;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
102;Pasaje Aguila;Valparaíso;Valparaíso;Valparaíso;44;1,53193735;10739,766526885;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
103;Quebrada De Los Plátanos;Valparaíso;Valparaíso;Valparaíso;29;0,93508513;6558,242414100;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
104;Alto Las Palmas;Valparaíso;Valparaíso;Viña del Mar;18;1,10163611;7729,515901915;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
105;21 De Febrero;Valparaíso;Valparaíso;Viña del Mar;40;1,40139212;9835,551374230;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
106;San Expedito;Valparaíso;Valparaíso;Viña del Mar;31;3,13456559;21976,537465405;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
107;Villa Esperanza;Valparaíso;Valparaíso;Viña del Mar;162;6,62112337;46478,344332705;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
108;Villa Alegre;Valparaíso;Valparaíso;Viña del Mar;32;1,70639047;11975,457880105;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
109;Buena Esperanza;Valparaíso;Valparaíso;Viña del Mar;23;1,09477734;7682,568645160;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
111;Las Palmeras;Valparaíso;Valparaíso;Concón;17;0,74502604;5237,528156460;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
112;Las Gaviotas;Valparaíso;Valparaíso;Quintero;44;3,94250572;27724,496950140;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
113;San Andrés - Renacer De Ocoa;Valparaíso;Quillota;Hijuelas;33;1,59391965;11221,094002400;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
114;Guyana;Valparaíso;Valparaíso;Viña del Mar;75;3,80488034;26688,191724685;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
115;Fe Y Esperanza;Valparaíso;Valparaíso;Viña del Mar;35;1,84680728;12954,017382790;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
116;Villa Independencia;Valparaíso;Valparaíso;Viña del Mar;106;4,52468151;31737,938643030;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
117;La Unión (Villa Hermosa Y Familiar);Valparaíso;Valparaíso;Viña del Mar;72;8,02489626;56282,622313340;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
118;Chile Nuevo;Valparaíso;Valparaíso;Viña del Mar;60;3,53851698;24818,096151760;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
119;Esfuerzo Y Esperanza;Valparaíso;Valparaíso;Viña del Mar;66;6,35247154;44566,057219805;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
120;El Peumo;Valparaíso;Valparaíso;Viña del Mar;32;1,66120961;11654,851887940;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2011;normales
121;Caminando Hacia Mi Casa;Valparaíso;Valparaíso;Viña del Mar;72;4,98865439;35001,226133455;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;grandes
122;Granadillas IV;Valparaíso;Valparaíso;Viña del Mar;44;3,01207392;21131,526614370;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
123;Miraflores Granadillas 6 Y 5;Valparaíso;Valparaíso;Viña del Mar;88;6,00303299;42117,487517585;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
124;Santa Fe Allipén;Valparaíso;Valparaíso;Viña del Mar;85;5,09491545;35747,983107220;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
125;Ulises Poirier;Valparaíso;Valparaíso;Viña del Mar;14;0,45195576;3171,530317855;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
126;Manuel Rodriguez;Valparaíso;Valparaíso;Viña del Mar;19;2,40932458;16913,396609530;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
127;Felipe Camiroaga;Valparaíso;Valparaíso;Viña del Mar;669;36,97467707;259177,636503455;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
128;Ilusión y Progreso;Valparaíso;Valparaíso;Viña del Mar;15;0,34302474;2405,610229600;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
129;Juan Pablo II;Valparaíso;Valparaíso;Viña del Mar;80;4,36294053;30583,226420250;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
130;Rucamanqui;Valparaíso;Valparaíso;Viña del Mar;41;2,98748124;20944,174325265;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
131;Nuevo Horizonte-Los Boldos Motrihue;Valparaíso;Valparaíso;Viña del Mar;48;6,09134951;42701,136011200;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
132;Río Backer;Valparaíso;Marga Marga;Quilpué;26;1,56734872;10983,059088350;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2011;normales
133;Ex Sila Bicicross;Valparaíso;Los Andes;Los Andes;44;1,57421035;11083,070024325;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
134;Terraplén;Valparaíso;Los Andes;Los Andes;36;8,81664947;62043,838319205;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
135;Los Colonos;Valparaíso;Marga Marga;Quilpué;43;8,11636666;56917,628067740;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
136;Los Faluchos;Valparaíso;San Antonio;Cartagena;31;0,81324849;5638,954772860;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
137;27 De Febrero;Valparaíso;San Antonio;Cartagena;78;3,32358881;23036,630458615;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
138;La Playita;Valparaíso;Valparaíso;Casablanca;38;2,05025083;14307,632557985;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
139;Domingo Jofre;Valparaíso;San Antonio;El Tabo;11;0,23234856;1614,378832845;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
